,phrase,label,sentiment,subjectivity,language,count
Fortschrit…,Fortschrit…,ORG,0.0,0.0,de,1.0
Volkswagen ha…,Volkswagen ha…,ORG,0.0,0.0,de,1.0
VKU,VKU,ORG,0.0,0.0,de,1.0
American Public Power Association,American Public Power Association,ORG,0.0,0.0,de,1.0
Stadtwerke-Tochter Energie und Wasser Potsdam,Stadtwerke-Tochter Energie und Wasser Potsdam,ORG,0.0,0.0,de,1.0
Brunn…,Brunn…,ORG,0.0,0.0,de,1.0
Münchner Stadtwerke,Münchner Stadtwerke,ORG,0.7,0.0,de,1.0
Boku Wien,Boku Wien,ORG,0.0,0.0,de,1.0
EnBW,EnBW,ORG,0.7,0.0,de,1.0
Energieversorgers EnBW,Energieversorgers EnBW,ORG,0.0,0.0,de,1.0
Stadtwerke-Tochter EWP,Stadtwerke-Tochter EWP,ORG,0.0,0.0,de,1.0
Europäischen Investitionsbank,Europäischen Investitionsbank,ORG,0.7,0.0,de,1.0
geschätz…,geschätz…,ORG,0.0,0.0,de,1.0
Landwir…,Landwir…,ORG,0.0,0.0,de,1.0
Wiens,Wiens,ORG,0.0,0.0,de,1.0
Linz,Linz,ORG,0.0,0.0,de,1.0
Verbands…,Verbands…,ORG,-1.0,0.0,de,1.0
Stadtwerke Osnabrück,Stadtwerke Osnabrück,ORG,0.0,0.0,de,1.0
Verband Kommunaler Unternehmen,Verband Kommunaler Unternehmen,ORG,0.0,0.0,de,1.0
D…,D…,ORG,0.0,0.0,de,1.0
Genehmigungsf…,Genehmigungsf…,ORG,0.0,0.0,de,1.0
DIHK…,DIHK…,ORG,0.0,0.0,de,1.0
EU-Klimadienstes,EU-Klimadienstes,ORG,0.0,0.0,de,1.0
Wi…,Wi…,ORG,0.0,0.0,de,1.0
AMOC,AMOC,ORG,0.7,0.0,de,1.0
US-Forschungseinrichtungen,US-Forschungseinrichtungen,ORG,0.85,0.0,de,1.0
weiterlese…,weiterlese…,ORG,0.0,0.0,de,1.0
Cleveland Clinic,Cleveland Clinic,ORG,0.0,0.0,de,1.0
Stiftung Preußische Schlösser und Gärten,Stiftung Preußische Schlösser und Gärten,ORG,1.0,0.0,de,1.0
SPSG,SPSG,ORG,1.0,0.0,de,1.0
klima­b…,klima­b…,ORG,1.0,0.0,de,1.0
Bayer,Bayer,ORG,0.0,0.0,de,1.0
E…,E…,ORG,0.0,0.0,de,1.0
SvenSimon,SvenSimon,ORG,0.0,0.0,de,1.0
Coalburn 1,Coalburn 1,ORG,0.0,0.0,de,1.0
Münch Energie,Münch Energie,ORG,0.0,0.0,de,1.0
Trump,Trump,ORG,-0.7,0.0,de,1.0
Energi…,Energi…,ORG,0.0,0.0,de,1.0
…,…,ORG,0.0,0.0,de,1.0
Agora Verkehrswende,Agora Verkehrswende,ORG,-1.0,0.0,de,1.0
Sachsen-Anhal…,Sachsen-Anhal…,ORG,0.0,0.0,de,1.0
Denkfabrik Agora Verkehrswende,Denkfabrik Agora Verkehrswende,ORG,0.0,0.0,de,1.0
Atla…,Atla…,ORG,0.0,0.0,de,1.0
Unterneh…,Unterneh…,ORG,0.0,0.0,de,1.0
China,China,ORG,0.0,0.0,de,1.0
sc…,sc…,ORG,0.0,0.0,de,1.0
DIHK s…,DIHK s…,ORG,0.15000000000000002,0.0,de,1.0
Deutschla…,Deutschla…,ORG,0.0,0.0,de,1.0
Bund für Umwelt und Naturschutz,Bund für Umwelt und Naturschutz,ORG,0.0,0.0,de,1.0
Bundeskabinett,Bundeskabinett,ORG,-0.15000000000000002,0.0,de,1.0
kl…,kl…,ORG,0.0,0.0,de,1.0
is a schware Partie,is a schware Partie,ORG,0.0,0.0,de,1.0
Deutschen Inst…,Deutschen Inst…,ORG,0.0,0.0,de,1.0
Bund für die EEG-Förderung,Bund für die EEG-Förderung,ORG,0.0,0.0,de,1.0
Deutschen Alpenvereins,Deutschen Alpenvereins,ORG,-1.0,0.0,de,1.0
DAV,DAV,ORG,-1.0,0.0,de,1.0
Kohleland Polen,Kohleland Polen,ORG,0.0,0.0,de,1.0
Benziner,Benziner,ORG,1.0,0.0,de,1.0
Schu…,Schu…,ORG,0.0,0.0,de,1.0
DW,DW,ORG,0.0,0.0,de,1.0
Qnetic erri…,Qnetic erri…,ORG,0.0,0.0,de,1.0
CHROMORANGE,CHROMORANGE,ORG,0.0,0.0,de,1.0
ITER,ITER,ORG,0.0,0.0,de,1.0
Bienenpopulation,Bienenpopulation,ORG,0.0,0.0,de,1.0
Wasser Potsdam,Wasser Potsdam,ORG,0.7,0.0,de,1.0
Partei Alternative,Partei Alternative,ORG,0.0,0.0,de,1.0
Motor für Wirtschaft,Motor für Wirtschaft,ORG,0.7,0.0,de,1.0
ei…,ei…,ORG,1.0,0.0,de,1.0
EU-Kommission,EU-Kommission,ORG,0.0,0.0,de,1.0
Stiftu…,Stiftu…,ORG,0.0,0.0,de,1.0
Hitze,Hitze,ORG,0.0,0.0,de,1.0
Leverkusen-Star,Leverkusen-Star,ORG,0.0,0.0,de,1.0
Australien am Freitag,Australien am Freitag,ORG,0.0,0.0,de,1.0
Uhr/ARD,Uhr/ARD,ORG,0.0,0.0,de,1.0
Magenta TV,Magenta TV,ORG,0.0,0.0,de,1.0
Seatt…,Seatt…,ORG,0.0,0.0,de,1.0
Schweizer Parlament,Schweizer Parlament,ORG,0.0,0.0,de,1.0
Schweizer Parlaments,Schweizer Parlaments,ORG,0.7,0.0,de,1.0
Nationalrat,Nationalrat,ORG,0.7,0.0,de,1.0
Rechenzentrum Green Rocks,Rechenzentrum Green Rocks,ORG,0.0,0.0,de,1.0
Solarenergi…,Solarenergi…,ORG,0.0,0.0,de,1.0
BaWü,BaWü,ORG,0.0,0.0,de,1.0
Deutschen Presse-…,Deutschen Presse-…,ORG,0.0,0.0,de,1.0
Ankara-Programm für die deutsche Wirt…,Ankara-Programm für die deutsche Wirt…,ORG,0.0,0.0,de,1.0
s…,s…,ORG,0.0,0.0,de,1.0
bayerisc…,bayerisc…,ORG,0.0,0.0,de,1.0
Alternative für Deutschland,Alternative für Deutschland,ORG,0.0,0.0,de,1.0
Hamburger Energienetzen,Hamburger Energienetzen,ORG,0.0,0.0,de,1.0
Grundwasserstände,Grundwasserstände,ORG,-0.7,0.0,de,1.0
Spektrum.de,Spektrum.de,ORG,0.0,0.0,de,1.0
Rio Tinto Lithium,Rio Tinto Lithium,ORG,0.35,0.0,de,1.0
Energy Sharing,Energy Sharing,ORG,0.0,0.0,de,1.0
Nachse…,Nachse…,ORG,0.7,0.0,de,1.0
deutschen Energiemarktes,deutschen Energiemarktes,ORG,0.0,0.0,de,1.0
ge…,ge…,ORG,0.0,0.0,de,1.0
Chinas,Chinas,ORG,0.0,0.0,de,1.0
Z…,Z…,ORG,-1.0,0.0,de,1.0
die Grünen,die Grünen,ORG,0.0,0.0,de,1.0
Ausbauziel…,Ausbauziel…,ORG,0.0,0.0,de,1.0
DHL-Konzern,DHL-Konzern,ORG,0.0,0.0,de,1.0
sp…,sp…,ORG,0.35,0.0,de,1.0
Sipa USA,Sipa USA,ORG,0.0,0.0,de,1.0
China Ländern …,China Ländern …,ORG,0.0,0.0,de,1.0
UNICEF-Studie,UNICEF-Studie,ORG,0.0,0.0,de,1.0
Online-Magazin,Online-Magazin,ORG,-0.7,0.0,de,1.0
Somme…,Somme…,ORG,0.0,0.0,de,1.0
Northvolt,Northvolt,ORG,0.0,0.0,de,1.0
Universität Tokio,Universität Tokio,ORG,0.0,0.0,de,1.0
Humboldt-Universität,Humboldt-Universität,ORG,0.0,0.0,de,1.0
Spitzenwert…,Spitzenwert…,ORG,0.0,0.0,de,1.0
KOMMENTAR,KOMMENTAR,ORG,0.0,0.0,de,1.0
Landesverteidigu…,Landesverteidigu…,ORG,0.0,0.0,de,1.0
LumenHaus,LumenHaus,ORG,0.0,0.0,de,1.0
MUNICH,MUNICH,ORG,0.0,0.0,de,1.0
En…,En…,ORG,0.0,0.0,de,1.0
Universität Stanford,Universität Stanford,ORG,0.0,0.0,de,1.0
Sa…,Sa…,ORG,-1.0,0.0,de,1.0
Freien Wählern,Freien Wählern,ORG,0.7,0.0,de,1.0
Landg…,Landg…,ORG,0.7,0.0,de,1.0
Offshore-Branche,Offshore-Branche,ORG,0.0,0.0,de,1.0
Schweizer AKWs,Schweizer AKWs,ORG,0.0,0.0,de,1.0
Infratest d…,Infratest d…,ORG,0.0,0.0,de,1.0
ARD-Deutschlandtrend,ARD-Deutschlandtrend,ORG,0.0,0.0,de,1.0
Berliner Bürokratie-Irrsinn,Berliner Bürokratie-Irrsinn,ORG,0.0,0.0,de,1.0
Deutschen Presse-Agentur,Deutschen Presse-Agentur,ORG,0.0,0.0,de,1.0
AMOC-Strömung,AMOC-Strömung,ORG,0.0,0.0,de,1.0
TU Wien,TU Wien,ORG,0.0,0.0,de,1.0
Klimakrise,Klimakrise,ORG,0.0,0.0,de,1.0
pi…,pi…,ORG,0.0,0.0,de,1.0
MÜNCHEN,MÜNCHEN,ORG,0.0,0.0,de,1.0
Budget Thuis,Budget Thuis,ORG,0.0,0.0,de,1.0
Hitzewe…,Hitzewe…,ORG,0.0,0.0,de,1.0
Deutsche Allianz Klimawandel und Gesundheit,Deutsche Allianz Klimawandel und Gesundheit,ORG,-0.7,0.0,de,1.0
wic…,wic…,ORG,1.0,0.0,de,1.0
G…,G…,ORG,0.0,0.0,de,1.0
AMA-Transparenzdatenbank,AMA-Transparenzdatenbank,ORG,0.0,0.0,de,1.0
EU-Fördergeldern,EU-Fördergeldern,ORG,0.0,0.0,de,1.0
Solarmodule,Solarmodule,ORG,1.0,0.0,de,1.0
ZDF-Meteorologe Özden Terli,ZDF-Meteorologe Özden Terli,ORG,0.0,0.0,de,1.0
University of Roches…,University of Roches…,ORG,0.0,0.0,de,1.0
GEO,GEO,ORG,1.0,0.0,de,1.0
Rheinland-Pfalz  +++  ,Rheinland-Pfalz  +++  ,ORG,0.0,0.0,de,1.0
Live…,Live…,ORG,0.0,0.0,de,1.0
EU-Land,EU-Land,ORG,0.0,0.0,de,1.0
Uni Klagenfurt,Uni Klagenfurt,ORG,0.0,0.0,de,1.0
Verb…,Verb…,ORG,0.0,0.0,de,1.0
ÖV,ÖV,ORG,0.0,0.0,de,1.0
